User_ID,User_Name,Platform,Date,State,Region,Followers,Views,Likes,Shares,Comments,Revenue_Source
USR02044,user_2044,Instagram,2021-04-03,North Dakota,North,1954223,5878543,1039013,362928,66034,Merchandise
USR02045,user_2045,Instagram,2020-11-17,Utah,West,3865334,17739739,3047558,105724,93586,Ads
USR02046,user_2046,Facebook,2020-07-08,Missouri,Central,2850328,15808831,1420852,342307,85415,Merchandise
USR02047,user_2047,Twitter,2023-12-07,Nevada,West,3733541,2148826,2532589,69599,36666,Affiliate
USR02048,user_2048,Snapchat,2024-06-23,Arkansas,West,300413,15096052,740946,457105,72909,Merchandise
USR02049,user_2049,Instagram,2020-06-17,South Dakota,North,2646967,14282467,3176226,357344,3752,Affiliate
USR02050,user_2050,Twitter,2020-09-02,Alaska,West,215949,13616526,765245,309374,88284,Affiliate
USR02051,user_2051,Facebook,2024-11-13,Idaho,North,763739,3407360,2017401,155029,913,Affiliate
USR02052,user_2052,Instagram,2022-11-01,Michigan,North,1379717,9261638,1511069,216061,69207,Ads
USR02053,user_2053,Snapchat,2024-07-16,Mississippi,South,4385689,18898494,4928580,255960,79262,Ads
USR02054,user_2054,Snapchat,2023-07-18,Oregon,West,1965525,9337321,284454,244873,91019,Subscription
USR02055,user_2055,Facebook,2022-04-14,New Mexico,North,2995714,13758498,4356088,220985,35457,Affiliate
USR02056,user_2056,Facebook,2021-07-24,Florida,South,4159239,14566105,1694340,11379,16509,Affiliate
USR02057,user_2057,Facebook,2021-05-12,Arkansas,South,4028908,16726777,518073,37919,12662,Merchandise
USR02058,user_2058,Instagram,2022-01-12,Ohio,Central,2849229,14684284,4575236,412995,35479,Subscription
USR02059,user_2059,YouTube,2023-02-08,Alabama,South,1435873,18329199,619967,104513,37376,Subscription
USR02060,user_2060,Facebook,2022-01-12,South Carolina,East,2872927,12581479,3569844,384319,83174,Ads
USR02061,user_2061,Facebook,2022-03-04,North Carolina,West,2169519,11656363,4227969,144590,48554,Ads
USR02062,user_2062,Snapchat,2020-04-11,Michigan,North,1722858,9758512,3151913,3227,56147,Subscription
USR02063,user_2063,Facebook,2022-04-21,Wyoming,South,1299819,10733684,1780109,296311,60766,Subscription
USR02064,user_2064,Facebook,2024-10-22,Delaware,West,451995,9746420,547444,15220,71542,Ads
USR02065,user_2065,YouTube,2023-06-13,Washington,West,702613,934448,4981639,290842,1180,Sponsorship
USR02066,user_2066,Facebook,2021-08-11,Maine,North,3436067,6413311,3402686,186055,30255,Ads
USR02067,user_2067,Snapchat,2024-12-11,Wisconsin,North,1700430,16051176,1104487,97279,51178,Ads
USR02068,user_2068,Snapchat,2024-09-27,Alabama,South,231928,5638518,3235206,477422,45605,Sponsorship
USR02069,user_2069,Facebook,2023-12-22,Oklahoma,South,1057583,15537077,881141,400400,31531,Merchandise
USR02070,user_2070,Instagram,2022-09-19,West Virginia,East,914523,15072398,1036099,34151,45282,Affiliate
USR02071,user_2071,Facebook,2020-01-04,Massachusetts,East,1669093,15058450,4683435,266393,99039,Ads
USR02072,user_2072,Twitter,2022-12-23,North Dakota,North,4831578,5576942,4374100,446577,30869,Sponsorship
USR02073,user_2073,Snapchat,2020-10-19,New York,East,2140268,9947626,4927073,64417,85647,Ads
USR02074,user_2074,YouTube,2022-09-06,Florida,South,4510957,14656470,772944,304751,3135,Merchandise
USR02075,user_2075,Facebook,2020-08-07,Kansas,Central,4013940,13665111,4790342,167450,56263,Sponsorship
USR02076,user_2076,Facebook,2023-11-23,Nebraska,Central,4501764,15965855,2053598,389287,99423,Sponsorship
USR02077,user_2077,Facebook,2024-11-17,Arizona,West,1089745,1585999,468415,451658,81334,Ads
USR02078,user_2078,YouTube,2022-01-10,Texas,South,4765279,6016994,384065,367755,52768,Subscription
USR02079,user_2079,Snapchat,2020-05-10,North Carolina,East,2988788,2021759,3477122,205360,32779,Subscription
USR02080,user_2080,Twitter,2022-09-10,Oregon,West,4501135,19394684,3079154,255703,78036,Affiliate
USR02081,user_2081,YouTube,2022-04-01,Alabama,South,3279901,18696554,3194546,279227,47038,Ads
USR02082,user_2082,Facebook,2021-09-13,Massachusetts,East,1693710,16885917,292526,196559,61341,Ads
USR02083,user_2083,Instagram,2024-12-09,Georgia,South,3618987,2603278,2150820,374873,78943,Affiliate
USR02084,user_2084,Twitter,2024-12-22,Utah,Central,1793721,12214087,3085829,372216,71690,Ads
USR02085,user_2085,Snapchat,2023-08-23,North Carolina,South,572690,16437486,1331164,111614,33054,Sponsorship
USR02086,user_2086,Snapchat,2022-11-15,Wyoming,West,2808548,13728273,2748601,287907,33764,Affiliate
USR02087,user_2087,Facebook,2022-02-03,Vermont,Central,2350944,13735386,2132192,420546,49677,Ads
USR02088,user_2088,YouTube,2020-05-13,Montana,East,743681,5683925,3148772,247795,55566,Ads
USR02089,user_2089,Facebook,2021-10-23,Alabama,South,492812,2173246,2977154,298093,7334,Ads
USR02090,user_2090,YouTube,2024-01-03,Connecticut,East,3502908,6414770,1567846,447235,47054,Merchandise
USR02091,user_2091,Snapchat,2021-11-11,Vermont,West,4102956,4218291,4586879,460120,14945,Ads
USR02092,user_2092,Instagram,2023-04-02,Utah,East,2645339,13886854,442576,394000,9028,Merchandise
USR02093,user_2093,Instagram,2023-03-26,Maine,East,1151383,8526637,1130483,149351,64544,Ads
USR02094,user_2094,Twitter,2021-02-26,California,West,3920904,9361797,2297581,180325,8236,Sponsorship
USR02095,user_2095,Snapchat,2024-09-16,Wyoming,Central,2832956,3886447,4044345,371443,98340,Sponsorship
USR02096,user_2096,Snapchat,2020-08-27,New Hampshire,Central,899842,18424243,2248513,341089,29857,Ads
USR02097,user_2097,Facebook,2022-11-08,Ohio,Central,157650,2432081,2535713,394373,95274,Subscription
USR02098,user_2098,YouTube,2021-08-23,Utah,South,3501931,18542679,913736,386868,59388,Ads
USR02099,user_2099,Snapchat,2022-01-11,Pennsylvania,East,1549692,18022814,3296925,142575,26701,Sponsorship
USR02100,user_2100,Instagram,2021-06-22,Oregon,West,4252662,631655,3621102,362277,99210,Ads
USR02101,user_2101,Snapchat,2020-02-21,Utah,Central,3979506,12518223,4090327,442832,17596,Ads
USR02102,user_2102,Snapchat,2023-06-10,Virginia,East,4187431,16919510,750890,147359,19368,Sponsorship
USR02103,user_2103,Snapchat,2023-02-08,Wisconsin,North,271422,17904381,2635797,167610,30361,Ads
USR02104,user_2104,YouTube,2022-05-09,Indiana,Central,1851565,17417523,3297803,183381,29787,Subscription
USR02105,user_2105,YouTube,2021-02-24,North Carolina,Central,3363774,5030739,2751520,439546,37403,Merchandise
USR02106,user_2106,YouTube,2021-03-07,Utah,North,4007078,12921659,481337,148344,89496,Ads
USR02107,user_2107,Snapchat,2023-07-05,Indiana,Central,640664,39532,885874,265439,74671,Ads
USR02108,user_2108,Twitter,2022-06-06,Idaho,South,1162093,18888761,117405,425167,31003,Affiliate
USR02109,user_2109,Snapchat,2020-02-25,New York,East,4594123,12533676,4145619,457590,49674,Ads
USR02110,user_2110,Snapchat,2021-02-05,Florida,South,3758190,8571583,3146626,68576,87075,Ads
USR02111,user_2111,YouTube,2023-02-27,Mississippi,South,4639789,5284698,903700,241003,82926,Ads
USR02112,user_2112,Facebook,2023-07-09,Minnesota,North,547887,3670009,3456368,145114,64532,Affiliate
USR02113,user_2113,Snapchat,2022-03-05,Michigan,North,3459568,5894113,2594200,40522,25382,Merchandise
USR02114,user_2114,Twitter,2020-11-08,Louisiana,South,4658192,16665033,3846689,246269,66957,Ads
USR02115,user_2115,Snapchat,2024-09-21,South Dakota,North,342436,5254380,185788,404764,82776,Subscription
USR02116,user_2116,Twitter,2021-06-01,Delaware,South,1418306,11754188,4824531,242474,55011,Sponsorship
USR02117,user_2117,YouTube,2020-09-06,Montana,West,137334,14928774,1218806,486664,84165,Merchandise
USR02118,user_2118,Facebook,2024-03-23,Wisconsin,North,1779771,7429643,3999469,431852,28479,Merchandise
USR02119,user_2119,Twitter,2020-09-17,Tennessee,East,790422,18724392,4781152,169293,66056,Sponsorship
USR02120,user_2120,Twitter,2022-08-11,Pennsylvania,East,1394851,12956429,2417232,284703,29116,Ads
USR02121,user_2121,Snapchat,2024-10-09,Vermont,South,1414928,5152869,2276997,268600,64129,Subscription
USR02122,user_2122,Instagram,2021-08-03,Wyoming,North,749147,14034456,2472544,346968,92201,Ads
USR02123,user_2123,YouTube,2022-11-10,Illinois,Central,3807936,15778615,954249,216163,52126,Ads
USR02124,user_2124,Instagram,2022-02-27,West Virginia,South,113659,18353614,4723720,145281,14132,Subscription
USR02125,user_2125,Snapchat,2024-08-21,Louisiana,South,3057598,2636691,1296979,231037,2163,Sponsorship
USR02126,user_2126,Snapchat,2021-02-21,Nevada,West,1832210,5104353,4282903,218107,77743,Affiliate
USR02127,user_2127,YouTube,2020-03-23,Montana,South,2135307,16450458,2536013,152769,8791,Merchandise
USR02128,user_2128,Twitter,2021-06-11,Maine,East,4642024,7508516,2383961,375424,53238,Sponsorship
USR02129,user_2129,YouTube,2024-01-09,Kansas,Central,4248139,9990728,4105120,9463,37691,Affiliate
USR02130,user_2130,Facebook,2024-06-23,Tennessee,East,4056782,2287067,1732600,232588,73826,Merchandise
USR02131,user_2131,Twitter,2024-01-13,Montana,Central,414864,1500411,2608038,85366,29882,Subscription
USR02132,user_2132,Snapchat,2020-04-07,Mississippi,South,4699110,4513699,2244850,247094,72279,Merchandise
USR02133,user_2133,Snapchat,2023-06-19,Texas,South,3620799,9937695,2394688,332651,99944,Ads
USR02134,user_2134,Facebook,2022-10-12,Mississippi,South,1288044,4747298,2899195,227103,8884,Sponsorship
USR02135,user_2135,Snapchat,2022-04-14,Georgia,South,4064497,11242289,241530,205121,65015,Subscription
USR02136,user_2136,Facebook,2024-07-14,Florida,South,4818196,10051199,3886293,188640,560,Subscription
USR02137,user_2137,YouTube,2021-08-26,Alabama,South,3999464,11413175,2623595,467019,63579,Ads
USR02138,user_2138,Instagram,2023-03-28,West Virginia,South,4393675,9218223,500432,237963,11173,Subscription
USR02139,user_2139,YouTube,2020-08-06,Iowa,Central,2384730,5851044,1826301,293051,135,Affiliate
USR02140,user_2140,Twitter,2023-01-16,Ohio,Central,839617,5977567,4244106,227063,67274,Sponsorship
USR02141,user_2141,YouTube,2024-11-20,Massachusetts,East,4053402,10773726,673359,92185,62613,Sponsorship
USR02142,user_2142,Facebook,2023-10-01,Delaware,North,2555657,16249252,2442125,345358,48188,Subscription
USR02143,user_2143,Facebook,2022-04-19,Kentucky,Central,3686441,10606131,1742646,392059,95827,Ads
USR02144,user_2144,Instagram,2023-03-02,California,West,4708928,6796508,3617722,59622,32276,Affiliate
USR02145,user_2145,Instagram,2021-11-18,Georgia,South,2854451,8413062,4981055,42240,36365,Merchandise
USR02146,user_2146,Instagram,2024-11-08,Maryland,East,388309,6576508,4988796,373355,28501,Affiliate
USR02147,user_2147,Facebook,2020-06-04,Idaho,North,1662178,19133413,800378,378883,91765,Merchandise
USR02148,user_2148,Instagram,2021-06-06,Hawaii,West,4827545,18609987,2507366,265899,82885,Subscription
USR02149,user_2149,Snapchat,2023-12-17,New Jersey,East,76145,4213673,3122409,116694,92293,Merchandise
USR02150,user_2150,Instagram,2023-10-10,Illinois,Central,1442561,17235972,4798767,436831,88437,Ads
USR02151,user_2151,Twitter,2023-07-24,South Carolina,South,3661869,8563299,1794663,184530,72542,Merchandise
USR02152,user_2152,Twitter,2023-07-02,Utah,North,571847,5124685,247164,419906,53642,Sponsorship
USR02153,user_2153,Facebook,2023-10-26,Ohio,Central,2241324,7014304,2868501,189821,28410,Merchandise
USR02154,user_2154,YouTube,2020-01-13,Alabama,South,356861,18461299,4983924,482677,86908,Sponsorship
USR02155,user_2155,Instagram,2020-12-03,Kentucky,Central,896290,18410,920321,106363,61174,Ads
USR02156,user_2156,Twitter,2020-08-18,Oregon,West,56055,8383887,3150554,270943,23595,Affiliate
USR02157,user_2157,Instagram,2023-04-26,Mississippi,South,1160729,18084653,2410457,185215,7051,Ads
USR02158,user_2158,YouTube,2024-09-20,Oregon,West,2810091,7506783,3796706,253295,52812,Sponsorship
USR02159,user_2159,Instagram,2020-10-18,Alaska,West,3085564,5673381,3559151,118129,39465,Subscription
USR02160,user_2160,Facebook,2020-03-16,Oregon,West,789292,8829573,4285204,278631,48663,Ads
USR02161,user_2161,Twitter,2024-01-24,Mississippi,South,3213565,9610628,1612646,308473,65349,Merchandise
USR02162,user_2162,Snapchat,2021-05-11,Illinois,Central,3578527,14210040,1876687,312333,61688,Affiliate
USR02163,user_2163,Instagram,2023-03-16,New Mexico,East,3953542,7857176,4346435,266723,42470,Subscription
USR02164,user_2164,YouTube,2022-03-02,Kentucky,Central,1935791,14692739,4110931,42262,82071,Ads
USR02165,user_2165,Twitter,2024-06-08,New Mexico,Central,1605858,11875671,4476561,252452,6254,Affiliate
USR02166,user_2166,Twitter,2022-08-08,Ohio,Central,2124388,2747239,1508994,361833,21993,Merchandise
USR02167,user_2167,Facebook,2021-05-05,North Carolina,West,132076,1621937,324424,308383,25629,Affiliate
USR02168,user_2168,Twitter,2021-03-23,South Dakota,North,4082927,19508537,3409170,308499,93835,Ads
USR02169,user_2169,Snapchat,2023-07-11,Arkansas,North,352931,3649088,4682934,490840,89116,Ads
USR02170,user_2170,YouTube,2021-05-01,Rhode Island,North,289205,18522998,1291666,178440,17372,Ads
USR02171,user_2171,Facebook,2021-07-07,Utah,North,4591074,12299526,968615,289266,88723,Sponsorship
USR02172,user_2172,YouTube,2024-06-20,Tennessee,South,4752104,5951994,3703028,134928,36099,Affiliate
USR02173,user_2173,Instagram,2020-07-20,Rhode Island,East,4942349,19734087,123396,289242,65772,Merchandise
USR02174,user_2174,Facebook,2024-10-19,Louisiana,South,1772120,18773224,3087388,79620,29750,Sponsorship
USR02175,user_2175,Snapchat,2022-03-27,Oregon,West,4319940,18388233,1952786,456943,49853,Affiliate
USR02176,user_2176,Twitter,2022-07-02,North Dakota,North,480703,8792309,814859,369335,37775,Sponsorship
USR02177,user_2177,Instagram,2023-11-04,Maryland,East,3612073,12288165,4872999,97881,34134,Ads
USR02178,user_2178,Facebook,2021-07-15,Colorado,Central,2384177,16874055,3354558,157637,17077,Affiliate
USR02179,user_2179,Twitter,2021-02-11,Hawaii,West,527991,10748488,1911614,254262,76648,Sponsorship
USR02180,user_2180,YouTube,2022-06-17,Mississippi,South,1474081,13900700,2412715,134212,12308,Sponsorship
USR02181,user_2181,Twitter,2021-06-14,Kentucky,Central,4337798,3035429,2072279,95796,27551,Subscription
USR02182,user_2182,YouTube,2021-09-12,Maryland,East,2941173,14465541,97854,155327,30745,Subscription
USR02183,user_2183,Facebook,2024-05-01,Nevada,West,4311051,14295587,2714453,269094,16686,Merchandise
USR02184,user_2184,Snapchat,2020-12-13,Tennessee,North,3103745,9942407,3402057,277032,95254,Merchandise
USR02185,user_2185,Facebook,2024-12-24,Rhode Island,North,3004831,11835631,21407,493752,45586,Merchandise
USR02186,user_2186,Instagram,2023-01-19,Maine,East,3883123,2163463,859717,198057,7591,Affiliate
USR02187,user_2187,Twitter,2020-12-23,Mississippi,South,2358725,17003008,3946479,253296,16739,Ads
USR02188,user_2188,Twitter,2020-04-20,New Jersey,East,2158700,14236874,610046,155271,39589,Sponsorship
USR02189,user_2189,Instagram,2020-02-07,Nevada,West,2592948,11585994,1654820,133984,94669,Affiliate
USR02190,user_2190,Facebook,2021-06-10,Washington,West,3332789,6068089,2549886,191529,38997,Ads
USR02191,user_2191,Facebook,2020-11-19,West Virginia,North,1796267,19601162,3257350,366700,97804,Merchandise
USR02192,user_2192,YouTube,2022-01-06,Washington,West,4148648,14446488,1999459,65935,74746,Subscription
USR02193,user_2193,Snapchat,2020-04-16,Maine,West,2620413,16637397,2729951,399985,68653,Subscription
USR02194,user_2194,Snapchat,2020-04-03,Missouri,Central,3113791,17272284,3056196,19400,50335,Affiliate
USR02195,user_2195,Facebook,2021-10-22,Georgia,South,334635,12256655,470983,432944,74529,Merchandise
USR02196,user_2196,Facebook,2021-02-16,Georgia,South,4629473,10220276,2978871,234064,41627,Sponsorship
USR02197,user_2197,Facebook,2022-10-05,New York,East,3865105,431219,3846730,96042,9600,Subscription
USR02198,user_2198,Twitter,2024-05-25,North Dakota,North,2712075,16115751,813770,336023,58222,Sponsorship
USR02199,user_2199,YouTube,2022-11-27,Massachusetts,East,595956,16598806,1067341,171492,9216,Merchandise
USR02200,user_2200,Twitter,2024-11-03,Oklahoma,Central,958349,9248216,2229656,485244,18853,Subscription
USR02201,user_2201,YouTube,2021-10-20,Georgia,South,3801700,17139610,4036333,25914,27083,Ads
USR02202,user_2202,Instagram,2022-03-16,Alabama,South,2881374,3289441,4881039,413526,69654,Subscription
USR02203,user_2203,Twitter,2020-09-15,Tennessee,South,2859161,17319419,3141454,45415,99613,Ads
USR02204,user_2204,Twitter,2024-07-10,Indiana,Central,3999679,9014683,70396,472889,25249,Merchandise
USR02205,user_2205,Facebook,2024-06-24,Wisconsin,North,987947,1115275,6516,231336,95402,Subscription
USR02206,user_2206,Snapchat,2021-12-02,Delaware,Central,2715102,15193240,507881,343220,33945,Affiliate
USR02207,user_2207,Facebook,2021-09-08,Tennessee,North,3543063,16857159,4203711,79348,47617,Merchandise
USR02208,user_2208,Facebook,2021-09-12,Wisconsin,North,420958,15155013,4027523,143346,94426,Sponsorship
USR02209,user_2209,Snapchat,2020-12-13,Wisconsin,North,1448935,465382,2023033,496350,65112,Subscription
USR02210,user_2210,Facebook,2024-06-09,Idaho,Central,1064529,6890387,3039220,309706,93091,Subscription
USR02211,user_2211,Twitter,2023-05-28,Oklahoma,West,2213670,4197019,576240,349603,13721,Affiliate
USR02212,user_2212,Instagram,2020-11-24,Maine,East,2678528,11699539,101925,257476,99648,Ads
USR02213,user_2213,Twitter,2023-11-05,Oregon,West,93130,4959170,3736828,306559,69115,Merchandise
USR02214,user_2214,Snapchat,2021-01-01,Wisconsin,North,4457975,14513217,1842440,401448,97685,Merchandise
USR02215,user_2215,Twitter,2021-06-28,North Carolina,East,861406,18555384,4734853,232930,79387,Affiliate
USR02216,user_2216,YouTube,2023-06-06,Wyoming,Central,1374461,8040660,2183966,375253,95705,Merchandise
USR02217,user_2217,Facebook,2021-10-23,Ohio,Central,1676618,1414098,1947736,360328,14990,Affiliate
USR02218,user_2218,YouTube,2021-07-26,Washington,West,3962315,8214984,1023897,216997,4966,Affiliate
USR02219,user_2219,Instagram,2022-02-05,Kansas,Central,3813665,4505728,4303628,444398,64121,Sponsorship
USR02220,user_2220,YouTube,2020-08-06,Alabama,South,906491,19465183,541317,307742,24139,Merchandise
USR02221,user_2221,Twitter,2021-07-18,Indiana,Central,710882,104036,850302,350563,72501,Sponsorship
USR02222,user_2222,Snapchat,2020-11-13,Pennsylvania,East,4328809,11435205,4888874,358952,97636,Subscription
USR02223,user_2223,Instagram,2022-11-18,South Carolina,West,1902368,12373907,4442505,151792,68346,Sponsorship
USR02224,user_2224,Twitter,2020-08-10,Idaho,Central,4037698,14681173,4924640,335031,14369,Merchandise
USR02225,user_2225,YouTube,2022-05-11,Montana,Central,3413245,4866646,3634011,419521,61766,Sponsorship
USR02226,user_2226,Instagram,2022-03-03,Montana,East,477591,4520974,4094786,430363,79126,Merchandise
USR02227,user_2227,Twitter,2022-12-15,Arizona,West,2754715,1217298,2789010,20141,10664,Affiliate
USR02228,user_2228,Facebook,2023-07-23,Rhode Island,East,4818730,17402681,4205538,55518,90923,Ads
USR02229,user_2229,YouTube,2023-03-12,Vermont,Central,390494,11951368,3397612,164972,72840,Merchandise
USR02230,user_2230,Facebook,2021-03-13,Ohio,Central,3401712,15658842,1054480,409571,32532,Subscription
USR02231,user_2231,Twitter,2020-12-13,Indiana,Central,3412852,7292732,2321670,467659,63172,Sponsorship
USR02232,user_2232,Twitter,2022-10-06,Ohio,Central,4273240,15139623,2022124,351037,18246,Subscription
USR02233,user_2233,Facebook,2022-11-05,Arizona,West,3577563,13983260,820993,272341,83108,Sponsorship
USR02234,user_2234,Snapchat,2021-10-11,South Dakota,North,3712122,16900037,3740758,271619,29600,Affiliate
USR02235,user_2235,Snapchat,2021-08-16,Maine,North,2189349,18420683,1402594,375890,57750,Sponsorship
USR02236,user_2236,Facebook,2022-10-28,Connecticut,East,2768907,9403530,2923093,232237,10321,Affiliate
USR02237,user_2237,YouTube,2024-05-17,Arkansas,East,4886662,10975091,9685,259464,41304,Sponsorship
USR02238,user_2238,YouTube,2023-05-03,New Hampshire,Central,3892433,10043297,3128405,64836,17051,Ads
USR02239,user_2239,Twitter,2023-06-19,New Jersey,East,2484925,15565962,3747518,73339,28020,Subscription
USR02240,user_2240,Snapchat,2022-03-01,West Virginia,North,1440165,14331502,627367,191181,17654,Ads
USR02241,user_2241,Facebook,2024-08-14,Texas,South,1920134,7662822,2125804,73559,14050,Ads
USR02242,user_2242,Twitter,2022-12-08,North Carolina,Central,723682,18138536,1118067,317789,5370,Subscription
USR02243,user_2243,Snapchat,2023-09-09,Delaware,West,230974,6859501,351764,89495,70359,Subscription
USR02244,user_2244,YouTube,2021-06-13,Minnesota,North,1415930,19687782,4209733,397831,78460,Sponsorship
USR02245,user_2245,Twitter,2022-08-19,Kansas,Central,3044713,15173198,4376525,161622,17359,Ads
USR02246,user_2246,Instagram,2020-10-01,Pennsylvania,East,1583097,9914609,276100,54267,81128,Merchandise
USR02247,user_2247,YouTube,2022-01-02,Utah,East,1167691,12541536,4192023,474278,50185,Ads
USR02248,user_2248,Snapchat,2024-10-18,South Carolina,West,3439417,5112214,2274140,180555,27729,Ads
USR02249,user_2249,Twitter,2022-12-13,Missouri,Central,2615166,16384215,3944613,392169,57502,Subscription
USR02250,user_2250,Twitter,2021-10-14,Massachusetts,East,108776,19802113,709655,66063,81939,Ads
USR02251,user_2251,Twitter,2020-11-18,Michigan,North,2592500,9508535,4612326,65200,15049,Subscription
USR02252,user_2252,Facebook,2023-07-02,Kentucky,Central,3158195,10704535,4944909,399057,7828,Sponsorship
USR02253,user_2253,Instagram,2020-09-26,Colorado,Central,1367297,5984985,1824470,395357,42201,Merchandise
USR02254,user_2254,Twitter,2023-02-23,Alabama,South,4342239,3060891,849066,99677,2440,Subscription
USR02255,user_2255,Snapchat,2020-01-07,Kentucky,Central,2289196,5552265,4809613,343772,87938,Merchandise
USR02256,user_2256,Facebook,2024-12-14,Hawaii,West,2958782,4003711,4051265,40984,4619,Affiliate
USR02257,user_2257,YouTube,2020-03-25,Maine,East,790672,19281368,1421431,281342,51502,Affiliate
USR02258,user_2258,Twitter,2020-06-12,Maine,West,693587,13471485,4488308,109541,74120,Affiliate
USR02259,user_2259,Instagram,2022-07-08,Arizona,West,1477762,396701,3970974,146556,10730,Sponsorship
USR02260,user_2260,Twitter,2023-11-23,Iowa,Central,555739,2466306,2117237,87232,2272,Affiliate
USR02261,user_2261,Facebook,2020-11-17,Kentucky,Central,1580730,8194469,1142017,329428,83452,Sponsorship
USR02262,user_2262,Instagram,2023-08-06,New York,East,1897173,4521667,2478869,455795,50543,Subscription
USR02263,user_2263,Twitter,2022-02-02,Washington,West,557430,14576623,359144,74458,69862,Subscription
USR02264,user_2264,Instagram,2024-11-26,Texas,South,4503757,3562041,1061662,353766,56020,Ads
USR02265,user_2265,Facebook,2024-10-01,Rhode Island,North,3142617,6023851,4646660,258408,27678,Affiliate
USR02266,user_2266,Twitter,2024-06-17,Arkansas,West,2222670,13996256,2324695,135338,30308,Ads
USR02267,user_2267,Twitter,2021-10-02,Indiana,Central,3456549,11752739,3113417,72391,44611,Ads
USR02268,user_2268,YouTube,2022-10-18,Alabama,South,2214793,19226413,1936982,69366,99806,Affiliate
USR02269,user_2269,Facebook,2024-03-26,Hawaii,West,4720006,17630685,4333542,474309,76622,Subscription
USR02270,user_2270,Facebook,2021-07-21,Alabama,South,1853251,9045714,1704680,344683,12208,Affiliate
USR02271,user_2271,Snapchat,2024-11-14,Wyoming,West,4927890,6856432,4029937,201470,9056,Subscription
USR02272,user_2272,Instagram,2020-02-17,Ohio,Central,2831886,2627245,934729,301759,4072,Sponsorship
USR02273,user_2273,Snapchat,2023-08-08,West Virginia,South,2792581,19352807,302459,385585,72657,Affiliate
USR02274,user_2274,YouTube,2021-08-27,South Carolina,West,1718338,2085289,1898941,191510,63588,Sponsorship
USR02275,user_2275,Facebook,2020-09-24,Colorado,East,995259,19975983,3283756,456932,7076,Subscription
USR02276,user_2276,Twitter,2021-05-04,North Carolina,East,3126081,3403148,182059,267137,89228,Ads
USR02277,user_2277,Facebook,2021-08-09,Georgia,South,4806186,18827121,1584946,69933,10132,Affiliate
USR02278,user_2278,Snapchat,2020-04-05,Utah,North,3088111,1463206,3991815,462405,12498,Sponsorship
USR02279,user_2279,Twitter,2024-09-24,Minnesota,North,1348940,8248055,4564330,459088,54515,Ads
USR02280,user_2280,YouTube,2021-07-17,Rhode Island,North,4072452,18481621,2030074,91205,28511,Affiliate
USR02281,user_2281,Instagram,2024-04-09,Connecticut,North,750696,15052395,1337657,381012,22679,Sponsorship
USR02282,user_2282,Twitter,2023-05-14,Georgia,South,2067815,1626892,4412974,248308,19021,Subscription
USR02283,user_2283,Facebook,2022-04-05,Indiana,Central,1742234,360900,3549468,467854,97311,Merchandise
USR02284,user_2284,YouTube,2022-10-04,Ohio,Central,2675699,11786061,339536,162116,31828,Merchandise
USR02285,user_2285,Snapchat,2024-03-07,Vermont,East,4163649,11997209,4057730,328241,68631,Merchandise
USR02286,user_2286,YouTube,2024-10-06,Utah,West,196133,18093760,739098,63333,13625,Sponsorship
USR02287,user_2287,Snapchat,2023-01-21,Ohio,Central,281204,19295780,3140937,453184,52832,Merchandise
USR02288,user_2288,Snapchat,2024-08-25,Alabama,South,3192250,12194030,920637,431802,74774,Merchandise
USR02289,user_2289,YouTube,2023-10-21,Florida,South,3699861,1991388,4029899,310976,58019,Subscription
USR02290,user_2290,Snapchat,2020-01-10,Wisconsin,North,475008,13528548,3980384,472218,67319,Affiliate
USR02291,user_2291,Instagram,2024-04-01,Missouri,Central,186489,15224820,1724775,449682,14362,Subscription
USR02292,user_2292,Facebook,2024-05-14,Delaware,Central,4900513,17413436,3193043,8659,85225,Merchandise
USR02293,user_2293,Facebook,2021-09-25,Nevada,West,4209790,4199182,3769597,384944,91384,Affiliate
USR02294,user_2294,Instagram,2020-04-09,Arkansas,East,2699931,16205292,926184,246675,87604,Sponsorship
USR02295,user_2295,Twitter,2021-09-23,Maine,South,4417395,14374247,935458,215187,54021,Affiliate
USR02296,user_2296,Snapchat,2024-10-16,Kentucky,Central,1293269,7868501,73937,203716,13050,Sponsorship
USR02297,user_2297,Snapchat,2022-11-27,Texas,South,4862323,6999395,2848023,211444,83434,Affiliate
USR02298,user_2298,Facebook,2022-08-26,New Mexico,North,3710464,18597404,4420414,459855,3139,Ads
USR02299,user_2299,Snapchat,2023-11-13,Georgia,South,4296517,12206307,1460317,121836,67410,Subscription
USR02300,user_2300,Twitter,2021-01-15,Virginia,North,3225551,18162698,4316215,21336,56201,Ads
USR02301,user_2301,Facebook,2021-10-04,Wyoming,North,1149969,4842595,2143406,10120,34872,Ads
USR02302,user_2302,Twitter,2021-03-13,Iowa,Central,4478295,8033564,4582154,335288,11212,Merchandise
USR02303,user_2303,Facebook,2024-10-09,New York,East,3334253,7080288,1882277,90358,74515,Sponsorship
USR02304,user_2304,YouTube,2021-06-27,North Carolina,East,2310985,18632319,171608,47843,54064,Sponsorship
USR02305,user_2305,Twitter,2023-06-25,Delaware,West,1845739,19570925,4601824,150994,8131,Sponsorship
USR02306,user_2306,Instagram,2022-06-15,North Dakota,North,727960,12654486,4423369,346901,46738,Affiliate
USR02307,user_2307,Instagram,2020-08-05,New Mexico,West,3781643,706260,706913,197382,94365,Ads
