Review ID,text,Body,sentiment,Product id
429,Genius Idea!,"I got this to put by my kitchen sink for our sponge, dish soap, sink stopper and bottle brush. What a brilliant idea!!  Looks high end and resolves the messy look of those items all thrown up there!  Plus there will be no more standing water like in my previous container that can mildew and stink up the sink area!",5,B0CJ4WZXQF
430,Nice.,Very convenient.,5,B0CJ4V4HQ8
431,Perfect sponge holder,"This is perfect for holding your dish sponges, bottle washers, and pot scrapers. It is so cool how that drips from sponges just drains into the sink. I love it!",5,B0CJ4WZXQF
432,Great quality.,It was a little smaller than expected but granted I didn’t look too closely at the size before I got it. Great addition to my kitchen.,5,B0CJ4V4HQ8
433,Kitchen sink items,"Item smaller than expected. I will be returning product this by the end of this week.Thank you,Csb",1,B0CJ4WZXQF
434,Sharp edges that cut,Be careful while using this product. I got an absolutely gnarly cut while handling the removable tray. Sharp!,1,B0CJ4V4HQ8
435,Not useful,Not very useful,1,B0CJ4WZXQF
436,Rusty,It’s already rusty after only a short time,1,B0CJ4V4HQ8
437,Don’t sit well,This product did not sit well at my sink. My sink has a lip and sits too close to backsplash for this product to sit well. Fell into sink.,1,B0CJ4V4HQ8
438,Cheap,This product is cheap and too small for what it is advertised for,1,B0CJ4WZXQF
439,Flimsy and a Waste of money,"Flimsy piece of garbage.  In fact,  I already threw it in the garbage. 100% Not worth it.  I'd have thrown it out even if it was Free",1,B0CJ4V4HQ8
440,Small sink caddy,"I love the concept, but hate the size.  I don't put my dish detergent in another container.  My bottle of Dawn will only fit at an angle, as well as my Dawn spray.  It would be great if it was larger.",1,B0CJ4WZXQF
441,Not worth the cost,The basket for the brushes isn’t attached and comes out at times when removing scrub brushes. The bottom also flimsy and comes off too easily I’d prefer if this was permanently attached.,1,B0CQTFBHR8
442,Small and Light,Moves around too easily.Water will fall on counter if not positioned properly.  Prefer the Godboat kitchen sink organizer.  Bought 2 of those.,1,B0CJ4V4HQ8
443,Did not fit my sink.,I used it one day and got rid of it. Didn’t work with my sink and fell apart all the time.,1,B0CJ4V4HQ8
444,"Concept of draining tray is awesome, but…","Hard water has already stained the draining tray. The draining tray should be a little steeper. Assembly isn’t required, but there is a section that’s included that I can’t figure out what the purpose is.",2,B0CJ4WZXQF
445,Cute on counter but doesn't quite cut it,"I was so excited to get this for my kitchen. Got the sage green one and the color was so pretty. I set it up and after about 4 days I was frustrated with how the water would collect at the bottom edge. It just sat there. I even propped it up at the back to see if that would help and it stll collected on the bottom edge. I decided to return and took my stuff out and wash it and the tray felt slimy where the water was collecting and just under the rim. It had only been a few days! It is going back. Great ""idea."" Execution... not so much.",2,B0DHB8W2P4
446,Cool product until it injures someone,Liked this product UNTIL the plate where the water drains down sliced my finger open due to it’s unnecessarily sharp edge that I ran my sponge across while cleaning the sink area (my finger was apparently just on the edge)This is a warning to everyone who purchases this - DULL the edge of that plate with a dremel or something. I almost had to go get stitches on Thanksgiving morning thanks to this thing.,2,B0CJ4V4HQ8
447,"Be careful, VERY sharp!!","This works great, but please be careful especially around young ones because the metal plate that is underneath is EXTREMELY sharp. I feel like there’s no need for it to be that sharp and they need to dull it down. When I went to clean it, I was just holding the portion that has the bent shape to it (the part that hangs over the rod so it doesn’t slide) and it sliced my finger open. Due to the hazard I’m giving it two stars since the sliding plate really shouldn’t be that sharp.",2,B0CJ4V4HQ8
448,Sink caddy,"Used to hold supplies at the sink, soap, sponges, etc. Doesn’t fit my supplies.",2,B0CJ4WZXQF
449,Was nice while it lasted,It was really nice for a month. Then it started to rust.,2,B0CJ4V4HQ8
450,Works but cheap,Works as it should but it is quite cheap quality. Item came bent the brush holder only fits in one spot or it tops over continuously,2,B0CJ4WZXQF
451,Have a flat surface,It’s nice but if you have a raise lip on your sink like I do it doesn’t work. You must have a flat surface around your sink.,3,B0CJ4WZXQF
452,Small,Smaller than I thought but works for me. Should have bought 2.,3,B0CJ4WZXQF
453,It looks better in the pictures,It’s just okay,3,B0DHCKY242
454,Hhkc,Didn't fit my sink space.,3,B0CQTFBHR8
455,Beware when gripping it!,"I loved this sink caddy.. HOWEVER, beware! The silver plate is as sharp as a razor. I literally just grabbed it to rinse under the sink to clean it and the pressure of just that made the silver plate cut deep into my finger, blood dripping type of cut. They need to seriously change how sharp it is, so dangerous!",3,B0CJ4V4HQ8
456,Sink cady,Seems cheap and not sturdy. Doesn't stay in place,3,B0CQTFBHR8
457,Slides around and spills the water,"It’s cute and does hold a few sponges and tall brushes. But it slides around every time I grab something from it, and if it gets pushed too far back it just drains the water all over the edge of the sink and counter. I have a ceramic or porcelain sink, so maybe it will work better on stainless steel. I returned it.",3,B0DHB8W2P4
458,Works okay,I like the idea of this on my sink. I took explicit measurements to make sure it would fit. It does not fit as promised. I will use it but I would not buy it again.,3,B0CJ4WZXQF
459,didnot use it,wasn't really what i wanted.,3,B0CJ4WZXQF
460,sink organizer,Not quite as sturdy as i thought it might be and a little smaller than expected. It's okay but wouldn't buy again. Not worth the money,3,B0CJ4WZXQF
461,Too Long to Fit Between Faucet & Edge of Sink,The sloping down tray at the base of the cage for the water to run down into the sink is too long to fit into the sink so some of the water would run onto the counter.  They need to include the length of the water drip tray - not the length of the whole unit.  I expected this to be covered in a waterproof plastic or silicone but instead is just painted.  I suspect it wouldn't take too long for this to start rusting.,3,B0CQTFBHR8
462,It’s okay,Its not super sturdy,3,B0CJ4WZXQF
463,Nice but not quite!,The product is okay but there are no rubber pads on base and it slides around pushing back too far on counter and water ends up there and not in sink,3,B0CJ4V4HQ8
464,Nice product but unsteady,Gets the job done of keeping liquid off my sink but the bottom of the unit is not level and wobbles anytime it’s touched.,3,B0CJ4WZXQF
465,"Small, larger soap bottles don't fit.","The photo shows ""a bottle fitting,"" but try putting a regular dish soap (which you purchase at a store) in there and a hand wash soap in a dispenser, and they will not fit. If you do find something that fits, you have to turn it sideways. *(You notice in the photo, they only have hand sopa, no dish soap).Before you purchase any of these racks, take some blue painter's tape and measure out your space and what you want to fit in your rack, measure your items and then search for a size.You will need to purchase a larger unit than most of these. Also, no rubber gaskets to keep it from rusting...it's metal, sitting on your counter, I added rubber pads found on Amazon to avoid this.",3,B0CJ4WZXQF
466,not stationary,Does not stay in place,3,B0CJ4WZXQF
467,Works well,Could use bigger area for dish brushes with handles.,3,B0CJ4V4HQ8
468,Not great,Not best,3,B0CJ4WZXQF
469,To long on both sides,Didn't fix on either side!,3,B0CJ4V4HQ8
470,Disappointed,Not built very well at all.,3,B0CJ4WZXQF
471,Looks gud but slides around a lot,Could use a better staying power so it doesn’t get pushed away from draining into the sink and just drip on the counter,3,B0CJ4V4HQ8
472,I wish I measured before I bought it,It isn’t a great fit in my kitchen and therefore gets knocked apart too often.,3,B0CJ4V4HQ8
473,Rust but Great Organization,"Context: Purchased one month ago. I live in an area with relatively soft water.Pro: Great organization tool, keeps water off the counters.Con: Rust has started on the drip tray. The drip tray needs to tilt downward at the end closest to the sink, currently water pools there. Ironically, this isn't where the rust is.",3,B0CJ4V4HQ8
474,It’s okay,It looks good but the quality of the material is not as good as I thought. It looks good but is prone to stains and the metal doesn’t even fit. It’s smaller than I expected. Wouldn’t buy again,3,B0CJ4V4HQ8
475,Good but doesn't stay in place,I like the product however it doesn't have anything to hold it in place. It needs to have something silicone or rubber on the bottom metal to hold on place on the sink.  Looking for something else now,3,B0CJ4V4HQ8
476,Flimsy but mostly works,"There’s nothing to connect the section that catches the water to the rest of the unit, so when the unit gets bumped, the thing falls off",3,B0CJ4WZXQF
477,Flimsy,"Wish this had a little weight to it, it’s very light/flimsy and slides all over. Or perhaps rubber bumpers on the bottom. I would not buy again.",3,B0CJ4V4HQ8
478,Inconvenient; questionable quality at a steep price,"Based on the marketing for this item, I was sold on a cool idea of a caddy with a draining plate. This did not work so well in practice, because the caddy easily slides on the counter surface with every attempt to put or retrieve items. The water sill ends up on the counter unless you are extremely careful or straighten the caddy after every use. The rust stains started showing on the drain plate after 2 months of use. I expected better quality materials for a $ 25 item. Overall, this purchase is a disappointment.",3,B0CJ4V4HQ8
479,Not as sturdy as I expected.,Looks really nice but not as sturdy as it looks.,3,B0CJ4V4HQ8
480,Very meh.,"I got this mostly to store our bottle brushes since it has a taller tower. Unfortunately, the base is a little wobbly and it gets top-heavy with only 1 or 2 brushes in it. We're making due with it, but I wouldn't buy it again. If you're storing just sponges, it's probably fine.",3,B0CJ4V4HQ8
481,Spendy little gadget,"I don’t know exactly what I was expecting, but I feel like when I opened the package I was disappointed in what I got for the price however, it does its job.",3,B0CJ4WZXQF
482,Kinda good organizer,"The Cisily Sink Caddy is a sturdy and rustproof organizer that helps keep my sink area neat. The stainless steel design looks sleek and matches well with my kitchen. I love the high brush holder, which keeps everything upright and dries quickly. However, the size is a bit smaller than I expected—fitting a sponge, soap, and brush can feel a little cramped. Overall, it’s a well-made and useful kitchen accessory, just wish it was slightly bigger!",4,B0CJ4WZXQF
483,As advertised !,"Works advertised-- I had previously had one that suctioned onto the sink that never worked and caused me frustration-so this one just sits above the sink on the countertop. So far, so good.",4,B0CJ4WZXQF
484,"Product good, delivery bad","I like the sink caddy okay, pictures looked like it was a little longer which I would have preferred.  Delivery was terrible!  Was supposed to come same day and I received it 4 days later.",4,B0CJ4WZXQF
485,Has difficulty staying in place,I really like this product however the only thing I would say to change about it is to give with it some type of suction cup on the bottom where it will stay on the counter rather than sliding off,4,B0CJ4V4HQ8
486,Function but wrong color,Ordered stainless steel color but it came in blue. Blue makes it look cheap,4,B0CJ4V4HQ8
487,It looks good. It’ll take using it a while to know if it functions well.,"I like the look of it, but don’t like that it did not come with instructions. Never did figure out what to do with the tray if you don’t have room by the faucet to put it. So the tray is living in a drawer now.",4,B0CJ4WZXQF
488,I like that it holds all of my cleaning brushes.,"I like that there is enough room to hold my bottle brush, straw brush, & other cleaning brush. Also has room for soap bottle.Only problem was it didn't fit very well behind the faucet, but I was able to make it work at an angle.",4,B0CJ4V4HQ8
489,Size,To small for my kitchenMeasurements should be listed,4,B0CJ4WZXQF
490,Bueno,Lo que requiera,4,B0CJ4WZXQF
491,Nice organizer.,Works great to hold dish soap and lotion.Wish the bottom tray was a little longer so it could set back from sink a little more.  But just had to sit at edge of sink,4,B0CJ4WZXQF
492,Really great find!,"I love it so much! many different tones to choose from and easy to clean. the water rolls off back into the sink and doesn't pool under it.  if they were to change anything, I would suggest little rubber grippers on the bottom as it can slide, but overall very very happy!",4,B0CJ4WZXQF
493,Sink Caddy,I had measured my sink to see if this would fit. It does fit...kind of. I had to place it on the side of my sink instead of the back because the driptray would spread water on the counter when placed at the back of the sink.,4,B0CJ4V4HQ8
494,Perfect for kitchen and bathroom sinks,"I wish I found this sooner, easy to use and functions better than expected. No more water on counter from sponges. Ideal size and great quality, holds dish soap, sponge and brush. As it is very versatile, I will be purchasing more for the bathrooms. Black color looks great.",5,B0CJ4WZXQF
495,Sometimes it's the little things that make a big difference.,"This is one of those little things. Holds everything I use on a regular basis: dish soap, various scrub brushes, and a scouring pad. No more wet brushes leaving little puddles of water around the edges of the sink, which is a bigger deal than it sounds when you have hard water (nobody likes water spots all over everything). Takes up much less space than the items it contains, ironically. Weighs almost nothing, yet sturdy enough that it doesn't topple over when you're moving things in and out of it.Excellent solution to a common household problem - and kind of satisfying to watch the water drain off the slanted tray and into the sink. Highly recommend.",5,B0CJ4WZXQF
496,Exactly as pictured,"Exactly what I purchased. Looks great, does the job.",5,B0CQTFBHR8
497,Broken!!,Good product but it arrived broken.  Very disappointed.,1,B0CJ4WZXQF
498,Don’t waste your money!!,"Once upon a time…Someone in my house kept moving this kitchen accessory around the sink and the plate that diverts the water wouldn’t stay put and every time I saw my sink, water was getting everywhere from the sponge and soap dispensers.So, I discovered a solution— conveniently there was a hole stamped out on the back of the plate where I could tie it down to the frame, (See image) and thereafter, I had no further issues.FINThe design could use more work and as stupid as it looks, I really shouldn’t’ve had to secure the plate with a plastic wire tie in order for this concept to actually work.::Don’t waste your money::",1,B0CJ4WZXQF
499,Defective😠,The product arrived defective and cannot be use to is uneven. The base is bent.,1,B0CJ4WZXQF
500,Rust,This product said will not rust. It does..,1,B0CJ4V4HQ8
501,Received a defective good that looks nothing like what’s shown,"Rather than what’s shown in the product page, I received components that do not fit together and look dissimilar to the pictures displayed.",1,B0CJ4WZXQF
502,Do not waste ur money,This product is so expensive in comparison with the same in the market.But I bought it cause I thought I would have a better quality!See the photo as a result after only 2 months using.,1,B0CJ4WZXQF
503,I receive the product with it being broken,-,1,B0CJ4WZXQF
504,Water still gets everywhere,Would be nice if the bottom plate was actually long enough to cover the leaking sponges.,2,B0CJ4WZXQF
505,The draining plate is not connected.,I thought you could hang up your dish cloth to dry on it and it is hard to place it and pull it through. It does keep stuff together. Could be a little wider for another scrubber to fit.,2,B0CJ4WZXQF
506,Don't buy,"Arrived with a crooked side wall and chipped paint. Cons:- the drain tray is almost 1 cm shorter than the caddy. Why?- brush holder is smaller than its compartment, so it wobbles- there are no rubber inserts underneath, so the caddy easily slides given its light weight",2,B0CJ4WZXQF
507,Overpriced!,"Works well, VERY VERY OVERPRICED",3,B0CJ4WZXQF
508,Nice,Liked it. Very useful.,4,B0CJ4WZXQF
509,controls the mess!,"as you can see in the photos, this holds hand soap, small dish soap, scotch brite green pad, tuffy scrubber and long handled scrubberthe bottom drips into the sink",5,B0CJ4WZXQF
510,Strainer for my kitchen soap,"Does exactly what it said it would do, would order again if I needed a replacement",5,B0CJ4WZXQF
511,Kitchen Caddy,Easy to assemble and fits perfectly in kitchen area,5,B0CJ4WZXQF
512,Perfect for tight spaces that need organizing,"This is advertising for over the sink use but the  bathroom in our apartment has the most inconvenient design. A simple “granite” window ledge in the bathroom and of course where else are you going to place shampoos, shower gel, etc. It’s a great addition to this rinky-dink setup and makes reaching for shampoo and shower gel convenient.",5,B0CJ4WZXQF
513,My sink caddy,This is perfect at my kitchen sink,5,B0CJ4WZXQF
514,Love the design!  Easy to clean and drains itself!,I love it!  Perfect that it drains by itself!!  Great design!,5,B0CJ4WZXQF
515,Great versatile caddy.,Great caddy. Holds a lot and looks great.  Much better than everything just sitting on the counter.,5,B0CJ4WZXQF
516,Durable and definitely worth it,It is perfect accent into anyone’s kitchen.,5,B0CJ4WZXQF
517,Exactly what I needed,Love it. Perfect size. Keeps my kitchen counter organized,5,B0CJ4WZXQF
518,A good purchase,Cleaned up out kitchen sink nicely.,5,B0CJ4WZXQF
519,Perfect kitchen sink caddy,I love this sink organizer so much!!!,5,B0CJ4V4HQ8
520,It’s really nice!,"I love it!It’s exactly as advertised, and it looks super classy.",5,B0CJ4WZXQF
521,Kitchen sink holder,Perfect for sponges and brush and looks good The black goes well and is well made and sturdy,5,B0CJ4WZXQF
522,Won’t rust! Really nice mo more sink mess,Reasonable price no assembly,5,B0CQTFBHR8
523,Carefree,I like this holder.  It fits a difficult spot because it’s weighted correctly.  It drains all water where it’s supposed to go.,5,B0CJ4WZXQF
524,Buy me,My life was incomplete until I bought this. I promise you......,5,B0CJ4WZXQF
525,Great product,"Helps with my cleaning products for organization and draining the sponge or brushes, highly recommend",5,B0CJ4WZXQF
526,Exactly what it seems and what it does.,Exactly what it seems and what it does.,5,B0CJ4WZXQF
527,Love it,"I’m so glad I bought this, my sink is way less cluttered! Looks nice too!",5,B0CJ4WZXQF
528,No customer service,"while the rack itself is nice, the drainage tray was damaged, scratched and dented, and was painted blue for some odd reason.  I took pictures and immediately emailed Cisily, but as of one week later have not had any response from them.  I want them to replace the drainage tray portion, not the whole thing.",1,B0CJ4V4HQ8
529,Not worth it,Too small didn't even fit a bottle of dish soap,1,B0CJ4WZXQF
530,Manufacturing glitch,The item arrived but not useable. The outside shape is very distorted. and the drip tray won't rest in place. I hope a replacement will be better.,1,B0CJ4WZXQF
531,not great,"it COULD be useful, but its kind of dumb how the water tray sorta just rests there. it would be far better if it was attached",1,B0CJ4WZXQF
532,Useless,This thing is horrible. It slides around too easily and water gets everywhere. The drip pan is too small so it doesn’t catch the whole length of the holder. Not worth the money.,1,B0CJ4WZXQF
533,Would not recommend,Was not what I expected,1,B0CJ4WZXQF
534,Does Not Stay Put!!,"The idea is great but, Item not at all as expected,  Although it fits, it doesn't stay put and Slides off sink - evenwhen empty.**maybe metal wasn't the best choice..",1,B0CJ4WZXQF
535,Not worth it,"This never functioned properly, kept falling into the sink & took up a lot of space. I used it for a week before getting rid of it.",1,B0CJ4WZXQF
536,Poor quality,Quality is very poor,1,B0CJ4WZXQF
537,Messy,I bought this to keep dishwashing wants off the sink edge at my office kitchen. Not very effective. Just makes a mess.,1,B0CJ4WZXQF
538,Item not the same,I had to return mine. Description is way different than actual item. It wouldn't fit even a skinny method soap bottle,1,B0CJ4WZXQF
539,"SHARP steel edges cut fingers, blood everywhere","I am NOT going to post a bloody photo here to be compliant. If you look closely at this item, the edges are not polished and are quite sharp. I cut my fingers when cleaning it, and strongly NOT recommend it.",1,B0CJ4V4HQ8
540,Kitchen sink utensil holder,"It sucks, too too small",1,B0CJ4WZXQF
541,"Cheaply made, falls apart",Not easy to put together and does not come assembled. Very clumsy and falls apart easily. Seems like parts don’t fit into each other.,1,B0CJ4WZXQF
542,Waste of money,The bottom of the silver one I ordered is an odd metal blue.,1,B0CJ4V4HQ8
543,Overpriced,I expected more stability.,1,B0CJ4WZXQF
544,I returned,It did not fit the space I needed I returned this item,1,B0CJ4V4HQ8
545,No instructions given,No instructions,1,B0CJ4WZXQF
546,Not worth the money,It was just pure junk,1,B0CJ4WZXQF
547,Too Small,This product is a waste of money. It’s too small to hold a small bottle of laundry detergent. And not deep enough to hold brushes or sponges as described.,1,B0CJ4WZXQF
548,Damaged product,The base is dented/bent.,1,B0CJ4WZXQF
549,Look elsewhere,A little cheaper than expected and doesn’t fit needed sink accessories,2,B0CJ4V4HQ8
550,Took up too much room.  Not the right compartments for my use.,"Too big, clunky and unattractive.",2,B0CJ4WZXQF
551,Would not recommend.,"Caddy is fine but small, separate holder that’s not attached falls over constantly and doesn’t hold anything. Wouldn’t buy again.",2,B0CJ4WZXQF
552,Not very sturdy,It's just ok. There are pobably better options out there.,2,B0CJ4WZXQF
553,Tiny.,"Light weight, will keep ya posted on how long it take to rust.",2,B0DHB8W2P4
554,Doesn't fit with my sink,I didn't fit with my sink. I didn't like it,2,B0DHCKY242
555,Brilliant concept,"Was too light and unstable, sliding around. With a slanted draining design, you could use rubber mount under neath (one in each corner) as legs to keep it stable.",2,B0CJ4V4HQ8
556,Not Sturdy,"The brush caddy falls over. This was the whole reason for ordering this, I wanted my scrub brush to have a place to dry",2,B0CJ4WZXQF
557,Very Small,The item is very small and flimsy.  Too much trouble to return. Save you money.,2,B0CJ4WZXQF
558,Poor Design,The holder part of thus unit is fine.  The metal tray that goes under it is useless/unsightly.  It doesn’t clean up very well.  I ended up buying a 9” silicone tray with drainage to replace it.  Poor design.,2,B0CJ4V4HQ8
559,Tray not wide enough to capture drip,Overall good idea. Ramp tray leaves about half inch width where it is not able to capture water drip from sponges at cage above.,2,B0CQTFBHR8
560,Sink caddy,Doesn’t stay in place ….quality ok storage ok,2,B0CJ4V4HQ8
561,Too large for my sink,"I think it's a good product, just to large to fit my sink space. I had to return.",2,B0CJ4WZXQF
562,Water doesn’t roll off,Water just sits on the edge of the tray and doesn’t roll off to the sink,2,B0CJ4WZXQF
563,Unhappy Customer,The product is extremely cheap made it falls apart constantly. Products don't fit good. To small to hold anything useful,2,B0CJ4WZXQF
564,Not As Expected,The item was not as expected. The dividers are not movable. It did not accommodate my items.,2,B0CQTFBHR8
565,Rusted quickly,I like this idea... But the bottom tray is already rusted after a week of use.,2,B0CJ4V4HQ8
566,Sink Caddy,Measure to be sure it meets your size need.  Easy to clean up quickly.,2,B0CJ4V4HQ8
567,Meh,Returned it,2,B0CJ4WZXQF
568,its ok,"this is good product all in one organizer but i was surprised to see soap bottle is not included , material is not strong very thin marital .they should not add soap bottle in main pic but its good so far i just got it have not really used",2,B0CJ4WZXQF
569,Too Small,Not what i expected but keeping it.  Could be 2-3 inches longer.,2,B0CJ4WZXQF
570,This is rubbish,The colour is the only good thing about this.  Waste of money.,2,B0CJ4WZXQF
571,Annoying,The piece that is supposed to slant down for the water to run off won't stay in place.,2,B0CJ4WZXQF
572,Poids,Très léger ne tient pas bien en place,2,B0CJ4WZXQF
573,Strainer,Not to sturdy,3,B0CJ4WZXQF
574,So so,The water tray doesn’t sit so well above the sink corner. It is a light weight and moves a lot every time you put in something so you may have to adjust the position of it. Storage is not that great as the tall items looks a little silly in it. But sponges and functionality is not bad at all.,3,B0CJ4WZXQF
575,Size,It’s small. My soaps did not fit in it. Returned it.,3,B0CJ4WZXQF
576,Nice item,This was a nice item however it didn't fit my space or the configuration of my sink. I had to return it. Be sure you have the space for it!,3,B0CJ4WZXQF
577,Pretty straight forward for the price,It’s not super sturdy and the brushes slip through the metal grates. Other than that it’s very pretty and drains my brushes and sponges into the sink.  For 20 bucks it’s not half bad. Gets the job done.,3,B0CJ4WZXQF
578,Sadly too large for double sided sink,"3 stars as need this but approx in a smaller size too hold sponges, etc.",3,B0CJ4V4HQ8
579,Meh,"Rusts easily.  The bottom piece that is supposed to be like the ""waterfall"" in the picture falls off constantly.  If you have hard water, it gets white and crusty fast.  I think if you washed it every day you do the dishes and keep it dry it may be fine.  It's also quite small.  A large dawn dish soap takes up almost the entire thing.",3,B0CJ4V4HQ8
580,Great idea!,Great concept just too flimsy to really work. Tall (bottle) brushes don’t work well in the brush holder. Had to return.,3,B0CJ4V4HQ8
581,Blue,"Nice organizer had it for several months(no rust so far) but it said ""silver"" however drip tray is blue, I kept it but honestly the blue bothers me.",3,B0CJ4V4HQ8
582,Product wasn't quite like what's in the picture,"Although I like the overall product, 2 things stood out. I was expecting the color to be a stainless steel throughout. The rectangle that the water drips down was actually a blue color. It was also a tad smaller than the entire length so some water could fall directly onto the counter instead of that piece it should.",3,B0CJ4V4HQ8
583,clean,this would be  5 star if it had non slip or stoppers on the base!!! just slips around (stone top) … but it keep my nonsense together ..,3,B0CJ4WZXQF
584,Works,Little smaller than I thought it would be. The drain tray doesn’t cover the edges so I’d still keep a towel under it,3,B0CJ4V4HQ8
585,Product meets description...mostly,"I like the product and it does well.  The picture shows silver for the ramp, but it came blue.  I was not thrilled, but didn't want to bother with anything else.  Would have liked a smaller opening in the bottom of sections since my smaller bottle cleaners and straw cleaners slip through.",3,B0CJ4V4HQ8
586,Slides around to much,Love it but it slides around constantly and will never stay close to edge so water can run off in sink. They should have added some type of rubber or something to bottom to help keep it in place,3,B0CJ4WZXQF
587,Sink holder,Lovely in theory. The divider kept coming loose and it doesn’t fit well on my sink. But the water draining part is very smart and worked well. I can’t use this on my sink but it was nice,3,B0CJ4WZXQF
588,The size,It did not fit my sink like I thought it would,3,B0CJ4WZXQF
589,Nice,"This works, but will not sit still on my sink",4,B0CJ4WZXQF
590,So Far So Good,"Upon receiving this product, I was excited to place it by the sink. Despite its sturdy feel and my hope it won't rust, I have two points to make.First, the tray came loose when I unboxed it, and I needed online instructions to reattach it to the stand.The second point is that this is intended for use with a round bottle. My dish soap is in a round bottle, whereas my hand soap is in a rectangular one. If I want to place a sponge in the tray, then it does not all fit. Slightly disappointed that it's not a tad bigger.",4,B0CJ4WZXQF
591,It works as described,It works as described,4,B0CJ4V4HQ8
592,Nice sink caddy,"Like this sink caddy, only exception is that it doesn't have rubber feet, the caddy slides on the sink. I took plastic tubing, split it and covered the lower legs to cause now a nice grip.",4,B0CJ4WZXQF
593,Compact and very useful,A little smaller than I expected but compartment are enough to make the sink area more organized,4,B0CJ4V4HQ8
594,a good solution.,It works wonderfully keeps water mess off my counter area. The only draw back is it was a bit smaller then I though all my sponges don't fit exactly but it does work. It does fit perfectly in the space and that's what I was looking for.,4,B0CJ4WZXQF
595,Dawn Powerwash Doesn't Fit,Would have been 5 stars if they had made it wide enough to hold a spray Dawn Powerwash bottle without having to turn it diagonal. It should be redesigned to fit the Power wash bottle. That is an essential dish cleaner these days.,4,B0CJ4WZXQF
596,Perfect for my organization,Easily assembled,4,B0CJ4WZXQF
597,Sturdy and organized,Sturdy product. Looks good and organized on sink,4,B0CJ4WZXQF
598,Sink Caddy,I am happy with this purchase.  It fits nicely on the back of my sink. I like the drip tray that spills directly in to our sink.  I would give it a 5 but the drip tray edges are sharp.I saw comments about it's size.  Make sure you pay attention to the measurements on the listing.  It is intentionally small so it can fit on the back of most standard sink installations.,4,B0CJ4V4HQ8
599,Sink caddy,I do love this product. I would like it better if I could choose the sizes according to the sponges and brushes. I would like it to be a bit bigger for more storage capacity. It is well made and helpful to keep the scrubbers and brushes.,4,B0CJ4WZXQF
600,A nice fit,Happy with purchase but wished it came with stick on for mounting!,4,B0CJ4WZXQF
601,Useful,"This is nice but if you buy the mid-size dish soap bottles, they have to sit diagonally or facing out, which then takes up so much of the space that you can’t fit anything else in it.",4,B0DHB8W2P4
602,Compact,great to keep everything in place,4,B0CJ4WZXQF
603,This company is easy to deal with.,Works as it should. I like that you can adjust the configuration easily. I should have ordered a larger one.,4,B0CJ4V4HQ8
604,Sink Caddy,Love this sink caddy. The only downfall is the brush holder. But you can make it work. Great product!,4,B0CJ4WZXQF
605,"Awesome, but….","I LOVE IT, but the only thing that drives me nuts is that the buildup that grows on the lip of the drain pan. Idk why, but water gets stuck there and it starts getting gross quick.",4,B0CQTFBHR8
606,Good product!,"I really liked this, but it was a little too large for my space.  It seems well made and versatile.",4,B0CJ4WZXQF
607,Happy with this organizer,"Very nice. Not quite as much room as I imagined, but does well by the kitchen sink",4,B0CJ4WZXQF
608,Not great but fair price,"Serves it's purpose.  A little chincy, but for the price it's about what I expected.  I'd buy it again.",4,B0CJ4WZXQF
609,Looks good,Smaller and less sturdy than I anticipated from the ad but it works well and makes the kitchen sink look better by holding all the things that were spread out all over,4,B0CQTFBHR8
610,Liked it,"I love this product more than I thought I would. However, the price point is not it. I feel it is too expensive for what it is.",4,B0CJ4WZXQF
611,Keeps counter dry!,Works great!! Keeps water from collecting on granite counter.,4,B0DHCKY242
612,Functional,I really like this product! Literally take it out of the box and it’s ready to use. It’s small and compact which i like that it doesn't take up a lot of space! I also really like the draining tray attached to it.Would buy again!,4,B0CJ4WZXQF
613,Measure properly and you'll love this.,"The four star is because I didn't measure prior to ordering and I had to place a small cutting board under the holder so it rested properly next to my center faucet. Asidefrom that, I do love this holder.",4,B0CJ4WZXQF
614,Sink tools storage container,I am generally very pleased with the his organizer.  I like th slanted shelf at the bottom for draining water for sure but it would be helpful  if it had lips on the sides to make sure the water drains forward only.  Like other reviews it would be nice if it had rubber feet of sorts to prevent it from slipping but you could add silicone feet yourself.  It holds th basics but it's not huge either.  I'm pleased with it and hopefully it will last.  The draining shelf is the best feature to avoid soggy liquid at the bottom or mold.  Well done.,4,B0CJ4WZXQF
615,Working well,Like flexibility in arrangement; would have preferred heavier base to the unit since it can wind up top-heavy.,4,B0CJ4V4HQ8
616,Works well,Little pricey,4,B0CJ4WZXQF
617,Helps keep the kitchen sink tidy,"I like that this has room for brushes, a sponge, scrubber, and the sink plug, and that it drips into the sink instead of onto the counter/backsplash. I do wish the tray was secured in some way, it pops out easily if anything bumps up against it. Overall, though, this does exactly what I needed it to do.",4,B0CJ4WZXQF
618,Close but not perfect,"Overall a good product that is well made. However, the brush holder isn't great. Unless the brush has a chunky handle, it will slip through the sides and even the bottom.",4,B0CQTFBHR8
619,Sink,It’s just okBetter than my last one,4,B0CJ4V4HQ8
620,Recommended,I’ve purchased other designs that are flat and they do not work because water and debris collect on the tray but this one is easy to rinse and keep clean. The only drawback is that it’s big so it’s very noticeable on the sink ledge.,4,B0CJ4WZXQF
621,love how they help organize your sink area.I,I love how the water can drip in the sink and not on the counter.  Awesome  great job to the designer.,4,B0CJ4WZXQF
